type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs000468_DS-PEDCR	DS-PEDCR	1	c1	3db21f1e-afad-5c86-8ac7-f333127e8e60	dc5b4a87-3268-53c4-97e0-b8a21ad0dbe5
