program_name	program_acronym	program_short_description	program_external_url	institution	type
Childhood Cancer Data Initiative	CCDI	NCI’s Childhood Cancer Data Initiative (CCDI) is building a community centered around childhood cancer care and research data. Through enhanced data sharing, we can improve our understanding of cancer biology to improve preventive measures, treatment, quality of life, and survivorship, as well as ensure that researchers learn from every child with cancer.	https://www.cancer.gov/research/areas/childhood/childhood-cancer-data-initiative	National Cancer Institute	program
