"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"phs002430_GRU"	"GRU"	"1"	"c1"	"fd53ebd2-965d-55ea-a0a5-30eb5d2193d2"	"68682a39-abad-5a33-9fff-14df901dd3e7"
