type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/000fc02f-718b-5ce6-be3f-8fa9ea426674	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/000fc02f-718b-5ce6-be3f-8fa9ea426674	MR	C16809	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001141d9-2631-5aac-9713-179e010f548f	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/001141d9-2631-5aac-9713-179e010f548f	MR	C16809	Philips Medical Systems		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001a3b53-fdc3-5c71-b198-d3c972721c83	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/001a3b53-fdc3-5c71-b198-d3c972721c83	MR	C16809	GE		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/002083d6-c425-5041-8c3e-7cadeab16fdd	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/002083d6-c425-5041-8c3e-7cadeab16fdd	MR	C16809	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/003d5d45-83a8-5ecf-b8d0-7a1f1f941273	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/003d5d45-83a8-5ecf-b8d0-7a1f1f941273	MR	C16809	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00461091-cebe-5494-ace2-9539dfad886e	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/00461091-cebe-5494-ace2-9539dfad886e	MR	C16809	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/006341bf-d677-599c-97ae-3d96aea19ccb	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/006341bf-d677-599c-97ae-3d96aea19ccb	MR	C16809	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/006dc932-0c9d-5645-9fa3-defa029b13b4	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/006dc932-0c9d-5645-9fa3-defa029b13b4	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0073f0d7-997d-532b-bc07-7520624ad54a	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/0073f0d7-997d-532b-bc07-7520624ad54a	MR	C16809	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/007615ba-7427-5bbf-8710-d408e3dccff0	https://doi.org/10.7937/K9/TCIA.2016.RNYFUYE9	Semiautomatic	C172484	dg.4DFC/007615ba-7427-5bbf-8710-d408e3dccff0	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
