"type"	"id"	"reference_file_id"	"file_category"	"file_name"	"file_type"	"file_description"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"76f0d537-f1f0-5e83-9ab7-86dec852f67c"	"4eaf066a-f67b-4beb-af17-590b2914c2be"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"76515"	"eefd55d8bb1af5d1e43913987d14079e"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/ccdi/c3dc_etl.py"	"c23843d4-fd7f-45b6-81f3-3d702b3fa7bf"	"4ecc668a-4203-5749-90cc-5606d22f9a38"
"reference_file"	"f901c64c-2cea-522a-b921-f7d0fde6574b"	"2c6a8b06-f920-4844-93e1-0bab78379d26"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161683"	"02b9c0979f87de1212fbe544d0ab1952"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/schema/schema.json"	"804bcb8e-ac4f-432b-a093-1290883b9f63"	"4ecc668a-4203-5749-90cc-5606d22f9a38"
"reference_file"	"2bbefacc-341a-555d-80d2-98218a24e974"	"229f3045-7c2b-443f-96df-be6ceb58e246"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"bdb134bd-2672-48d1-a569-34191d31fe33"	"4ecc668a-4203-5749-90cc-5606d22f9a38"
"reference_file"	"462d3daa-0ecd-530d-9546-40754dffb357"	"412ca2da-5801-4163-b010-f776b287f8ba"	"transformation/mapping"	"phs003164.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"37877"	"843d7f171fbd1dc416950847894b607b"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/ccdi/transformations/phs003164.json"	"a8767ab2-08b1-44e3-8b16-01ed22468032"	"4ecc668a-4203-5749-90cc-5606d22f9a38"
"reference_file"	"da48d9b8-112c-584e-8385-3fd3eb42d628"	"0f51fea6-72be-492e-83db-66937b7cc28c"	"input source data"	"CCDI_Submission_Template_v1.9.1_phs003164_JoinRy_2024-08-14.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"1625122"	"435db5f87371b8f24524643000a47f19"	"See CCDI Hub at https://ccdi.cancer.gov/explore"	"e543fed0-63b2-421d-b166-2cf378ca5685"	"4ecc668a-4203-5749-90cc-5606d22f9a38"
