type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs002883_GRU	GRU	1	c1	c196cfcf-a3f0-560b-abc5-a6505347bfd4	ec303fe3-0c90-5c79-b397-04db4b0ed823
