type	study_admin_id	organism_species	adult_or_childhood_study	file_types_and_format	number_of_participants	number_of_samples	id	study.id
study_admin	study_admin_id_1	Human	Pediatric				61624b08-173a-551d-836e-7fb13f249d49	ec303fe3-0c90-5c79-b397-04db4b0ed823
