type	clinical_measure_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	participant_list	crdc_id	id	study.id	participant.id
clinical_measure_file	file_4	TARGET_WT_ClinicalData_Discovery_and_Validation_Percent_Tumor_Nuclei_and_Necrosis_Supplement_20170525.xlsx	Clinical	xlsx		46090	3d1289d2812f86fcc21bf755b7702b23	Study	Open	['*']	['/open']	s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/TARGET_WT_ClinicalData_Discovery_and_Validation_Percent_Tumor_Nuclei_and_Necrosis_Supplement_20170525.xlsx	dg.4DFC/859f4be6-91ab-45fe-a404-898834893ccb					2d57f4e1-cdad-5cc9-b101-f7718369be2c	23802269-0118-5371-8505-f0e5cc068b51	
clinical_measure_file	file_2	TARGET_WT_CDE_20170525.xlsx	Clinical	xlsx		13826	346d4f619a78960c8ce20047070c5b6b	Study	Open	['*']	['/open']	s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/TARGET_WT_CDE_20170525.xlsx	dg.4DFC/ade9aa51-4bd8-4987-88bf-12f8d19f703d					6963b293-270d-567c-92b8-28e25fbb5bd8	23802269-0118-5371-8505-f0e5cc068b51	
clinical_measure_file	file_1	sitetype.icdo3.d20121205.pdf	Clinical	pdf		3374115	df24d91b66e3ade42eecd9f59d46fd3d	Study	Open	['*']	['/open']	s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/sitetype.icdo3.d20121205.pdf	dg.4DFC/55bbedc6-fc8a-4e61-80c5-d86d0f0d7a10					81bbbe89-3638-5763-affd-85182c4a7e4c	23802269-0118-5371-8505-f0e5cc068b51	
clinical_measure_file	file_5	TARGET_WT_ClinicalData_Validation_20211111.xlsx	Clinical	xlsx		60246	8e1f6281208820b31da7cf85fd85f4f6	Study	Open	['*']	['/open']	s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/TARGET_WT_ClinicalData_Validation_20211111.xlsx	dg.4DFC/c1251495-749e-413e-b2a4-31edadb86d12					8583fa4d-cbc4-5ad2-b8dd-b45e4ead5b0a	23802269-0118-5371-8505-f0e5cc068b51	
clinical_measure_file	file_3	TARGET_WT_ClinicalData_Discovery_20211111.xlsx	Clinical	xlsx		26249	cdf3cef6fd0c7b015a96064c6f5b771d	Study	Open	['*']	['/open']	s3://cds-447-target-c3dc/TARGET-WT_clinicalData_PUBLIC_20220131/TARGET_WT_ClinicalData_Discovery_20211111.xlsx	dg.4DFC/ff2f8ab7-92a0-4d0a-bfd1-edf95db91590					ab9c73a6-09ad-5b18-9787-907d12658fe4	23802269-0118-5371-8505-f0e5cc068b51	
