"type"	"id"	"reference_file_id"	"file_name"	"file_type"	"file_description"	"file_category"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"047ccf83-3b33-505d-a8cd-860111a855fc"	"050020c1-b693-4ed7-a14b-55120c72cb92"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"programmatic source code"	"78570"	"f91beb4cb0691363860d205deb142872"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/etl/ccdi/c3dc_etl.py"	"656ad189-1c7f-4b51-93f1-9d942ce5b15b"	"9b3b2157-53d8-5b6a-89d3-12676a747d32"
"reference_file"	"54c12d52-5233-5bb8-a942-b87724d07d03"	"d0c145b0-1820-4784-b313-f074b0f81b9d"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"output schema"	"386533"	"de2768a4a26c8ffbd5b757b0e1e32002"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/schema/schema.json"	"62f15d12-5543-4824-9143-f6e8894c5f44"	"9b3b2157-53d8-5b6a-89d3-12676a747d32"
"reference_file"	"34984c5f-61ca-577b-9307-4b59035e195b"	"0f51a427-5dab-4b51-b076-fc791e40eb5d"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"transformation/mapping"	"590473"	"2df46fac0760a2230d4dec0bf5692454"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"9b0cf9c9-827b-4475-ac35-b77463f4833f"	"9b3b2157-53d8-5b6a-89d3-12676a747d32"
"reference_file"	"0eda739d-acad-53c1-aaa9-5879d578a671"	"e1b18204-ec11-42ea-b227-4cfc6344b88c"	"phs002517.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"transformation/mapping"	"50299"	"e1a02b30680504efc760985623e4b2dc"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/etl/ccdi/transformations/phs002517.json"	"bd9c3c26-5475-4760-b930-300723c78ef0"	"9b3b2157-53d8-5b6a-89d3-12676a747d32"
"reference_file"	"614174ab-6cae-520f-a55d-b2d58585ccd5"	"ff931662-8944-4168-810f-889baa3fd432"	"CCDI_Submission_Template_v3.1.0_phs002517_JoinRy_2025-08-04.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"input source data"	"220103906"	"283f492a8846ee93cf34a6616f023470"	"See CCDI Hub at https://ccdi.cancer.gov/explore"	"06b17745-5199-4829-ac07-b109130a65dc"	"9b3b2157-53d8-5b6a-89d3-12676a747d32"
