type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_ACRIN-HNSCC-FDG-PET-CT	900ac363-3971-4ba5-ace0-a9312ac23d53	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the ACRIN-HNSCC-FDG-PET-CT collection in The Cancer Imaging Archive.	ACRIN-HNSCC-FDG-PET-CT	Imaging	C17369	This is a subset of radiology imaging data containing faces from the ACRIN-HNSCC-FDG-PET-CT collection in The Cancer Imaging Archive.	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	ACRIN 6685	phs004225.v1.p1
