type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/0027039e-a929-5eec-ab1c-974e150578fd	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0027039e-a929-5eec-ab1c-974e150578fd	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004787bb-f13d-52cd-947c-2862d85de2b9	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/004787bb-f13d-52cd-947c-2862d85de2b9	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0061d848-4232-50d6-9334-ef7e3b16b787	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0061d848-4232-50d6-9334-ef7e3b16b787	PT	C17007	Philips Medical Systems		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00623474-c3d8-5300-895f-939029e3917f	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00623474-c3d8-5300-895f-939029e3917f	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00655d24-77bd-5f6f-a1ae-76021909f81c	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00655d24-77bd-5f6f-a1ae-76021909f81c	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00728484-12a8-5cda-98af-21cdb6e938f0	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00728484-12a8-5cda-98af-21cdb6e938f0	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/008ba941-e353-5318-a85e-e69f2c85f555	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/008ba941-e353-5318-a85e-e69f2c85f555	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00bcec19-99e6-5927-a6bc-506bbca11094	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00bcec19-99e6-5927-a6bc-506bbca11094	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00becc98-3672-56f7-b1af-b333bce53655	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00becc98-3672-56f7-b1af-b333bce53655	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00c3b360-335c-5e10-9933-8cf5489caa4c	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00c3b360-335c-5e10-9933-8cf5489caa4c	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00d5d0ec-b8da-50e9-b3a2-9dc49a96d1ee	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00d5d0ec-b8da-50e9-b3a2-9dc49a96d1ee	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00dacb0f-b416-5f8e-9507-bda2ed6f4e4f	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00dacb0f-b416-5f8e-9507-bda2ed6f4e4f	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00e72dcd-fd48-5638-8dba-acc129947281	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/00e72dcd-fd48-5638-8dba-acc129947281	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01040bf8-ae88-5a5e-9725-2c215c6646b4	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01040bf8-ae88-5a5e-9725-2c215c6646b4	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/011825dd-79d7-514b-848e-dd0d36c9029f	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/011825dd-79d7-514b-848e-dd0d36c9029f	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/011c43e3-288b-5b18-b150-6e750cf81876	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/011c43e3-288b-5b18-b150-6e750cf81876	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0131d210-e0d3-5db4-8401-3cd135738730	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0131d210-e0d3-5db4-8401-3cd135738730	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/014a60f2-56ce-573f-8375-21c9598c6690	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/014a60f2-56ce-573f-8375-21c9598c6690	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/014b6c82-d99c-5072-b3fe-747003d6b9d7	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/014b6c82-d99c-5072-b3fe-747003d6b9d7	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/015ef099-0304-590f-8335-a0dfdc358d3a	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/015ef099-0304-590f-8335-a0dfdc358d3a	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/016317f9-9f15-5674-810a-fa5559bbc6e7	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/016317f9-9f15-5674-810a-fa5559bbc6e7	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0176abee-ee24-5828-9129-e90bf1194c89	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0176abee-ee24-5828-9129-e90bf1194c89	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/017c24db-7ae0-5c52-91f7-616b823b4274	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/017c24db-7ae0-5c52-91f7-616b823b4274	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01818550-a3de-5fc4-a0c0-49ac07b569fc	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01818550-a3de-5fc4-a0c0-49ac07b569fc	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/019f15df-3f56-540f-9795-27dbc3af4bc0	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/019f15df-3f56-540f-9795-27dbc3af4bc0	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01d156cb-b0a1-502c-90de-542f06ad65f7	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01d156cb-b0a1-502c-90de-542f06ad65f7	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01d5204b-a046-5746-b08d-733d7f996d72	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01d5204b-a046-5746-b08d-733d7f996d72	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01de129f-e971-5c15-9eef-081b372bf749	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01de129f-e971-5c15-9eef-081b372bf749	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01ea4e1a-ec18-5579-93cf-874506e4c888	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01ea4e1a-ec18-5579-93cf-874506e4c888	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01f40c28-98db-59d0-8e6f-e2c65ea4150c	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/01f40c28-98db-59d0-8e6f-e2c65ea4150c	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02123c6d-82c0-5891-b842-036b4f2fde60	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02123c6d-82c0-5891-b842-036b4f2fde60	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02157137-2d97-57aa-8259-d78cca150e59	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02157137-2d97-57aa-8259-d78cca150e59	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02188510-5611-5f26-89f5-c022477835f3	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02188510-5611-5f26-89f5-c022477835f3	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/021e12c8-abfa-500b-99b2-96991ff9f81a	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/021e12c8-abfa-500b-99b2-96991ff9f81a	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02211781-b807-510e-993b-9f20d7a8418e	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02211781-b807-510e-993b-9f20d7a8418e	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/022b709c-9623-5f1d-90bc-f503da6a06bc	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/022b709c-9623-5f1d-90bc-f503da6a06bc	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/023495a3-44a9-55f4-91c5-99d5eb757e5a	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/023495a3-44a9-55f4-91c5-99d5eb757e5a	PT	C17007	Philips Medical Systems		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0236a223-09c7-5d4e-b375-370f855cff27	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0236a223-09c7-5d4e-b375-370f855cff27	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0239479a-1cc0-5978-8351-1e8d4a89bbbf	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0239479a-1cc0-5978-8351-1e8d4a89bbbf	CT	C17204	TOSHIBA		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/023ed671-a94c-5be2-8e71-94e910e54b88	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/023ed671-a94c-5be2-8e71-94e910e54b88	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/025168b9-39ef-5be1-b509-00c565843773	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/025168b9-39ef-5be1-b509-00c565843773	PT	C17007	CPS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02534668-7eef-54a8-82d3-863b2ce6321d	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02534668-7eef-54a8-82d3-863b2ce6321d	PT	C17007	CPS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0269e5cf-c3d1-59bd-bfa7-33cacb94a7aa	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0269e5cf-c3d1-59bd-bfa7-33cacb94a7aa	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0278b556-96ce-5604-ad4e-d1ab99a7f328	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/0278b556-96ce-5604-ad4e-d1ab99a7f328	PT	C17007	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02a9da25-e982-5d89-8abc-0d85a061deb2	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02a9da25-e982-5d89-8abc-0d85a061deb2	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02ae48ac-4995-5741-9e70-673fac3a4c86	https://doi.org/10.7937/K9/TCIA.2016.JQEJZZNG	Semiautomatic	C172484	dg.4DFC/02ae48ac-4995-5741-9e70-673fac3a4c86	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
