type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/00115a9a-4b71-5729-95b3-e6437f4b38fa	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/00115a9a-4b71-5729-95b3-e6437f4b38fa	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00151d27-f05a-5084-a153-a99501378eda	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/00151d27-f05a-5084-a153-a99501378eda	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001c0070-f249-50cb-86d5-17e87428aa09	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/001c0070-f249-50cb-86d5-17e87428aa09	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0026541c-00c7-5678-aad9-d27b93ba616e	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/0026541c-00c7-5678-aad9-d27b93ba616e	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0027e167-1125-5002-a9d3-3cce1cb546bf	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/0027e167-1125-5002-a9d3-3cce1cb546bf	RTPLAN	C190595	Medical Physics Center		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004609ae-dc8a-5600-98da-5d1f26a965df	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/004609ae-dc8a-5600-98da-5d1f26a965df	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004b8156-2142-58e8-80de-dd9b4055ec00	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/004b8156-2142-58e8-80de-dd9b4055ec00	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/005024f9-d3bd-5ea1-9852-7e848997bfa5	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/005024f9-d3bd-5ea1-9852-7e848997bfa5	RTPLAN	C190595	Medical Physics Center		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0059ffa9-699c-5101-80b3-1734fef27016	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/0059ffa9-699c-5101-80b3-1734fef27016	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/006814c5-8bfb-57a9-8eba-fde63a5ee3d7	https://doi.org/10.7937/E1QP-D183	Semiautomatic	C172484	dg.4DFC/006814c5-8bfb-57a9-8eba-fde63a5ee3d7	MR	C16809	TOSHIBA		Head, face or neck, NOS		Homo sapiens
