id	study.id	adult_or_childhood_study	data_types	file_types_and_format	number_of_participants	number_of_samples	organism_species	study_admin_id	type
b1b1e8f0-78e9-5766-8b5f-615589d70910	20a0909b-7fc9-5e23-88b4-9b59fdea5254	Pediatric			267	602	Human	PPTC_admin	study_admin
