id	participant.id	sample.id	repository_of_synonym_id	synonym_id	type
2b03ad60-3a91-5ec4-a898-e9b24e7fa6f5		edf17dd7-e8b3-52e1-80cb-8e3892123129	BioSample	SAMN07525137	synonym
2bec2048-9d36-5c31-8ede-47555a5b098a	c67fc6be-db67-528e-b365-b0b073431cb8		dbGaP	811803	synonym
2dbf0785-19c5-5814-adaa-c3add28e2b8c		f67eb307-85f2-5d49-9a37-50ff8d390372	BioSample	SAMN07525243	synonym
2e60173c-42b8-5f04-b3c0-d73a0b945cd5	c54d2aa9-2c81-5b90-9bd9-1257c8750b56		dbGaP	2172194	synonym
2e728203-7bdd-5897-a28a-c2ac5ef2947d		6dc1128b-59c6-5d73-97dd-f9ffc560848b	BioSample	SAMN07525221	synonym
2f298d78-4a11-5cbe-a6f8-1d75758a8497		616a77ed-6074-5fb7-b687-ea3199870156	BioSample	SAMN07525198	synonym
2fa86b39-0c76-57be-9e57-e2c5f89f8435	bb709e46-6a29-544c-ac58-09813b45ab6c		dbGaP	812226	synonym
2fb343f5-9013-5de6-b67f-f07e9fef3905	e350ab43-3d46-5c38-bc64-06ded496830f		dbGaP	811835	synonym
30890f53-58b3-534b-b669-d4bdce216b28		3a55c4a8-c592-5f95-8c82-95d88b790232	BioSample	SAMN11834736	synonym
30da3401-caa3-5ba1-8277-3f1072ac8031		d535c9a5-774a-5aa4-b48b-8a971b415992	BioSample	SAMN07525190	synonym
3190d1b9-f9f4-5963-a3c3-6768d56947e9	730cf25b-18ea-5854-84a3-293d5a124fc7		dbGaP	811834	synonym
321646c4-bd38-58a0-907e-dc763ef792ca	189c4e51-7b05-5606-96ec-19f7537b89c5		dbGaP	2172205	synonym
3222a80b-4248-55e0-b8e8-8c1a07db71d3	471e4051-68c7-52a8-9e4e-4e931deb547a		dbGaP	2172168	synonym
32772c09-fa21-5330-8089-6a72ea50d92a		14495173-055c-5a8f-9118-42e548e25284	BioSample	SAMN11834694	synonym
32d6e4d2-6943-5efd-b725-86f96b9c58ca	a1377f00-4b35-545f-bca0-0acac26fd68c		dbGaP	2172162	synonym
34cebc7c-9769-5934-89fb-55d0701bbf3d		5e08fdfc-3c90-5ce2-a073-6d3aa51a3170	BioSample	SAMN07525123	synonym
362b86fc-336d-5d73-9b02-6cf282c95e02		f9d32382-1a10-5813-8aee-45c531d531ae	BioSample	SAMN07525318	synonym
3637bb8d-da8e-51c2-81f1-1f919f8d7531		22ee45d8-96c8-5b97-bb77-2ffdadf8d776	BioSample	SAMN11834697	synonym
3691919a-3af5-5628-9177-2b19ab17e2e3		04c4e87d-cb19-5b50-8b2b-6de864bb672c	BioSample	SAMN07525228	synonym
3696b2e0-a450-5f16-a1d3-16ea73d90b75		722c7d26-71b6-5266-997b-498863d55259	BioSample	SAMN07525290	synonym
376a320a-fb5b-588f-a97d-0fa0d32a08d2	a575b127-f050-5fdc-a530-7810e9492a41		dbGaP	2969318	synonym
378ded1d-2fd4-59e1-81ae-bbb603b344f9		14079969-efcb-5ee1-9e57-f0dc66d03452	BioSample	SAMN07525253	synonym
37e590ce-06d6-5db0-a14e-cda16778d813		62182ff6-92d3-5981-aa9a-befd45188ff4	BioSample	SAMN07525311	synonym
37eb0282-a9a6-5baf-8d56-104ef0c42ca0		7db56df3-7248-5fc0-8084-dae55451c428	BioSample	SAMN07525231	synonym
38ad83bc-4b6a-59c3-8c88-468dd75a7bc1		24e6882a-bef5-5b02-b87c-3c9963f39798	BioSample	SAMN07525165	synonym
38bc3288-47a8-5ead-acbf-79adf7234d0f		1e1ca0c3-e919-5066-a693-703ffe78cc47	BioSample	SAMN07525126	synonym
39a56e14-3730-5660-bc0e-1e2e497ba540	1eee9a38-d982-545c-905d-4f6759debd20		dbGaP	2172356	synonym
3a1dafaa-b159-502c-b769-27b69e241eef	b883a27f-156d-5269-9b2a-57f72fb7d637		dbGaP	2172165	synonym
3abbc1a5-fbe6-5121-bd3a-9e7904e1e6e9	513cfe88-6a75-5fed-94c1-7aef9f979f32		dbGaP	571444	synonym
3adc8e12-ac1a-5925-821c-406bab2da693		ae05ce88-aca1-59c6-b263-9cc00866f956	BioSample	SAMN07525249	synonym
3adcd1b9-e29c-581e-a2e2-a4cf3844f618		8bcce0ab-572d-5662-a171-13dc34a7044a	BioSample	SAMN11834728	synonym
3ba5ad09-63bd-5630-a364-1e8e4a8cb551	01564e4d-79a1-5441-bbf2-736cbf0be849		dbGaP	2172202	synonym
3bae24d7-8003-563a-9a78-db0b63181849	e5063a7b-dca0-5e0e-a23d-dbad96b882f7		dbGaP	811825	synonym
3be03b26-75f5-50ec-acc9-d5c6fd77213c	ac1ec99a-ba0a-59ce-92e7-83ab77f4e3e2		dbGaP	811723	synonym
3c0af827-77ab-52a6-ad46-78350485f1d2	e271a098-74cd-5c21-8b55-b646e9d6f1ff		dbGaP	2969331	synonym
3f442374-b5c6-5271-a4d5-145f2bbe33b5		83f62afa-8227-5e16-8f40-653da1de53c0	BioSample	SAMN07525204	synonym
40fdb2ad-94d3-5935-bfd0-2673e979bc82		3eb2c11b-5857-54d1-8eee-84e71d513120	BioSample	SAMN07525125	synonym
417d4913-f372-5516-8a68-8eaa88a08aef		71546461-88aa-5e94-81a0-8c9c1d6e0f79	BioSample	SAMN07525258	synonym
421c01b0-90cb-5f5f-85dd-77918b0b6ca0		a09b8f22-0fd8-50ba-a3be-722b482d9485	BioSample	SAMN07525300	synonym
431dbe0c-bec8-5956-be43-227fd2e14c90		e2655116-23c2-546c-bd66-ef15e4f66cbd	BioSample	SAMN11834700	synonym
4343bdbb-44e7-5617-8000-e3a35d96d0f5		94cbfc10-3aa8-545b-abb6-33215692d2a1	BioSample	SAMN07525183	synonym
434fd527-5114-5d70-95b7-158f925dbfb1		954100f1-0a1c-5859-aac3-2dc753c09eb1	BioSample	SAMN07525149	synonym
437fca63-4788-5cf2-8258-d047e92ee17b		017a2f8f-dc5d-5142-8bfb-690d8cece24e	BioSample	SAMN07525181	synonym
4437e846-6879-5934-8c7f-c3f8dfe35297		dc8a3200-1c70-5a7a-8fc8-4994c9bb520f	BioSample	SAMN07525238	synonym
452216f3-5bef-5a80-85f4-c1b05c864440		2e9752d5-a09e-5b3e-bfee-ca8fde873304	BioSample	SAMN07525166	synonym
45398e2e-9690-52c2-825f-93561a82399d	882a9e99-092a-5670-8e28-3be1ca001ac2		dbGaP	2969312	synonym
4569d921-c0a1-5667-b259-67fa270c0f19		4a6dc9ce-e9a1-52d0-b460-b279b54d730a	BioSample	SAMN07525220	synonym
45ae63ed-dc85-548d-88d3-2f3515a6e3a3		58903773-968c-5f31-912d-2d38084f5d8f	BioSample	SAMN07525145	synonym
45c77298-20d4-533c-9390-ce4fbeef6de2		ee4958a8-e3d4-5d51-95d4-47649ba32de1	BioSample	SAMN07525226	synonym
4601dbbb-7973-51a2-94a1-1cbdbd72bbdd		9aee0ef8-1325-5594-ad15-b939757e8212	BioSample	SAMN07525310	synonym
46300472-8ba0-58a0-b32d-abbcbba7b18d	4870eee8-b203-5b69-bb6a-2f84495d21f5		dbGaP	2172193	synonym
465212f3-3cef-5e54-ad4a-31a3c700a7c7		15cafb31-bb44-5ed4-a7e7-d062d91e4fdd	BioSample	SAMN07525095	synonym
46f32add-7881-5f1d-98e2-7252e471bbe7	b25dab1f-2ccd-542c-a841-81afd2283dbf		dbGaP	2172345	synonym
48415bdf-36cd-5243-9759-01034928405e	66a2d4d4-4a3c-59fc-aa16-ad71f7f0ea83		dbGaP	2969314	synonym
48903c6e-c482-5620-b8b4-6688858fd7e8	247be1c2-a54b-5284-9a92-87a437edb35b		dbGaP	2172392	synonym
48f55ce2-dbd3-527c-b2d7-8223a417c68d	9b3f90d6-cea1-5f1e-b9ae-bd8767095585		dbGaP	2172327	synonym
48fd82b5-00d4-59c4-ac73-67349fb99c46		36c958f3-8544-5002-aa70-49b80ab6a289	BioSample	SAMN11834692	synonym
49b8cf4c-49c0-5dbd-84ce-b34533b12001	c89b645a-61f6-5492-b06b-d15efe011da1		dbGaP	811729	synonym
4abc063e-e02a-574d-86b7-f84cd7e0c76b	2cdab855-476d-5304-b0de-ffe3a8283618		dbGaP	811823	synonym
4bda8af3-f578-5205-bf4c-e36782cab639	e3699d04-d430-556e-a862-fb84a97f5c1a		dbGaP	811725	synonym
4c214fa7-c062-5cf7-8765-f593839a2a25		462aa8e2-4df2-5182-9dc7-407708ad0119	BioSample	SAMN07525133	synonym
4c7bdc21-4955-55df-a74d-86757b1feee9		162e9236-8042-5d84-bde2-0215f0d9514c	BioSample	SAMN07525264	synonym
4ca914d4-cc01-5db8-a35f-399a8725eebd		77fbef10-a11d-5bb1-862e-47c298f94f5d	BioSample	SAMN07525276	synonym
4cbe5f37-1736-59be-a14b-08db2e8d9492		b61bc56c-b508-5ed1-8573-2509398b4883	BioSample	SAMN07525224	synonym
4d702fb1-bc18-523d-85b2-8547c45dc0dc		c3b84d6c-e6ae-50cf-8a84-a7cc7157934c	BioSample	SAMN07525197	synonym
4e56848a-4985-55b0-85e6-85c26907582d		da9c6dec-3ab5-5b9f-ab49-c9e0583f89fb	BioSample	SAMN07525301	synonym
4e680a14-a2be-55ff-8df5-1badeb840b7d		47a3c830-0084-5dca-a1d7-f0317c9e3d1f	BioSample	SAMN07525315	synonym
4e9ae390-2273-5602-b465-f370ff3d0dd8		250328de-15de-56dd-afd8-0f90a574e69f	BioSample	SAMN07525116	synonym
4fe9a53e-e798-5ac5-b2ca-f9a7663b3013		c62af173-cfc1-580b-a1a0-c04f55d4ddd6	BioSample	SAMN07525332	synonym
50688882-8d58-503b-9685-248c8a07ebfe	f1fbedbb-94e3-55ee-b298-d963506dfc24		dbGaP	2172252	synonym
5141cd52-5724-5186-b2b1-90192650cd37		a31c0de0-722e-5d53-8780-8b4e573ef318	BioSample	SAMN11834714	synonym
534c7865-8f5d-5e30-b569-a8e4895e5ab3		8d0a0ddc-35a7-5f4c-b4b9-ec2f8d9a340a	BioSample	SAMN07525129	synonym
5368de55-8749-59f3-81b9-b6662139a8a2	70f06a06-d04a-51b6-ae81-d6b0f7478ebf		dbGaP	2172213	synonym
543f852e-3583-56ff-ab9a-f5b822138871		40684da7-5409-59eb-992d-14448fc78f6e	BioSample	SAMN07525222	synonym
545bb3ca-b278-5d53-bdfd-a1d8913549ca		c0a13444-f930-5425-9e1f-e2151e946d49	BioSample	SAMN07525230	synonym
5470ba72-0757-5f01-9900-e1318df45d9d	f6cd382a-4ffc-5f2d-8402-013bfc329ae8		dbGaP	2969311	synonym
55c3d0af-7307-57b8-b2bf-04432a854551	162bd4c6-cb06-5c09-8820-6175d5fb6fcd		dbGaP	2172243	synonym
56702f3a-3486-5ad9-affa-31f8ac1ce811		9b880893-ff54-5f1c-85e0-204396a5cd05	BioSample	SAMN07525131	synonym
5675f945-9fa6-5f00-9f47-eac45b146336	a023590e-4d94-5419-83bd-182006c1a8f2		dbGaP	2969332	synonym
56fe5d26-60ee-57f2-9fb3-300ea3bcea8b	4708c9e1-7e2d-58d1-9edd-f813207f764b		dbGaP	811714	synonym
57bba37e-8945-5d77-ad99-7c201c1ff145		f65046ab-6d07-53b9-9fe1-7c5959c73298	BioSample	SAMN07525120	synonym
57ca4830-82d7-5687-93a6-62dfb64386db	854f787a-5901-5a55-af2b-77957ede836b		dbGaP	2969303	synonym
5868154e-411e-591e-90cc-cb8ce2e19112	f8436751-7fc9-53d5-a6ca-a2600ca14c82		dbGaP	2172233	synonym
586854c0-28cf-5a84-b9a0-7ca074228aaa		7e990a04-ad7a-5356-8fe7-64058c7008fd	BioSample	SAMN07525322	synonym
587179d1-af0b-51dc-8a56-e2ada0fb291a		fabd1e55-1133-5ed1-af0c-96d1c97d4067	BioSample	SAMN07525088	synonym
5880f837-923d-5bae-ad61-b10dfc23e437	7c3b0e03-fb31-5081-85ff-dd377cb1ba49		dbGaP	2172274	synonym
5a48921b-5761-54e6-8a9a-1abba3a1bbe7	7495c8a9-9fe7-51b1-8c84-d3f532adf130		dbGaP	2172331	synonym
5ab1c6c4-b8f0-5b99-9e69-05bf91a267a3	c01bdcb9-2ccd-5527-bec5-1c7234d2bd29		dbGaP	571445	synonym
5ad9caea-c937-51ad-8493-e2f0526320b3		059b4bd1-fadb-5392-8b88-634b825d5d8b	BioSample	SAMN11834737	synonym
5b88bbee-6b9b-539e-a002-4c3ef1b4598d		457584d9-f08a-5341-a79f-78a730ad54ec	BioSample	SAMN11834693	synonym
5c4c7805-a1c4-5f0b-bd4d-a53d536bd1dd	9c461a5e-c42c-5564-8bfc-346c9906ec8f		dbGaP	2172270	synonym
5d19fb3e-4510-5331-bde5-97d134ce080c		9b72f2ad-0d72-5fd0-a293-f6873dea3819	BioSample	SAMN07525263	synonym
5dbcc5ac-07b8-5ec6-9ee6-b7764180d506		07d5083a-ebe1-56b5-b0de-91ce22b53ccd	BioSample	SAMN07525255	synonym
5e235f03-8c76-5004-850a-474ade15d2a4	ff26078f-81ba-55bc-9f21-fa92a969c55b		dbGaP	2172181	synonym
5e6c38a2-e67d-5edc-bf68-035f875fdee5	79dffb88-61c5-557c-b9de-dff700aa76fd		dbGaP	811718	synonym
5f120d00-61d9-57dc-9ed9-1fb176e22def	037bbc72-74f0-5e28-b095-f9dbc2c08718		dbGaP	2172373	synonym
60276be7-8bf8-5705-ae93-55161a2fc905	090ea0af-1ee6-53bb-bc5e-d89ddfcd4a39		dbGaP	811719	synonym
60384774-7a17-59be-81ad-5cbb210548bb		d1355d70-25b6-5db7-9883-af027978a149	BioSample	SAMN11834722	synonym
61c87ed2-2ba0-5fc2-95f8-af5bba53a9a6		5f724c25-5289-5f4a-bc43-02dc89103125	BioSample	SAMN07525297	synonym
62682b4f-4758-5a54-8a46-f026a65d9703		71d7a66e-96b3-5f98-b2fb-14cb02f1757f	BioSample	SAMN07525294	synonym
62684e9d-44f9-5e28-9178-8e10218c7039		b4e3aa5b-04c5-59e4-b7c8-cdd48bbd4e40	BioSample	SAMN07525218	synonym
6469f60e-df51-5e39-bec9-db536850e678	77507294-d124-5811-a87e-a19f81b6a95f		dbGaP	2969301	synonym
65ff84ef-5129-580e-82d8-dae4fdab4ff3		9969c0fa-f227-5767-b5f6-39c1796c74e5	BioSample	SAMN07525215	synonym
66222307-2bdb-56df-b73a-530cb1d65a89		3bd85e6e-e707-55d2-af42-c518ebca1b73	BioSample	SAMN07525146	synonym
6710847b-ba9b-5170-8a2c-d96d49a3252e		469c95c9-5e40-5f19-9abb-d0b7f6ea803c	BioSample	SAMN07525216	synonym
672bb5db-ca8f-5788-88e1-10d13f9c9088	49d68cdd-443b-5480-b950-a25bde6f3323		dbGaP	2969309	synonym
677d3f0f-a1a8-5dc4-b4a8-5da1688f6054		53f76ac6-4c7c-54cd-b0e3-3cee898025c9	BioSample	SAMN07525139	synonym
678f228b-abc9-5892-8e71-bf508f5078b7	c79bb332-308c-510b-b2e2-441f5d3435af		dbGaP	2172195	synonym
679068be-f0f4-58e6-8e56-ca862431bec6	09870bd2-3eb5-503c-bad5-b1ef6a03e71b		dbGaP	2172353	synonym
67a3ed9d-d9d0-5cb2-bc4c-d47115de587a	c6ee7f51-c76e-55fc-b62a-ffa9514a2fc7		dbGaP	2172393	synonym
67d404a4-04d7-5d63-b32e-e71117b16456		5b466cea-24f9-5f30-acd6-06b307432ece	BioSample	SAMN07525212	synonym
682215c0-62d2-5db0-b38b-125e12bac10e		c4456bdd-dfaf-54cd-8473-3495ec079e80	BioSample	SAMN07525312	synonym
68bdd0bb-c82c-5aa6-94fc-5e386366d692		e37f42ae-c3fd-5548-a62f-5a275375039c	BioSample	SAMN11834704	synonym
68c18497-3766-53dc-9e47-c721f4c79899		cbea1650-aff3-551a-b995-2a45c0229e91	BioSample	SAMN07525179	synonym
68ce0ae0-f966-596e-b1bd-fa65d2ed7e99	d310c138-381d-53d6-9cef-497fcd2b874a		dbGaP	2172249	synonym
69a06b88-fb9c-53f2-8318-3afe5c7d3289	be5c1896-0cf9-5e98-b8b5-a4d131e33a12		dbGaP	2172268	synonym
69de58ec-ddfa-5676-8691-0d4288af8e36		d85d80cc-05b9-506f-b4ee-92873cdb9098	BioSample	SAMN07525293	synonym
69ea1f36-e83f-5e5a-bda6-7bfba39f563d	dfee8e44-1c86-51df-9770-1e987f7cbb3a		dbGaP	2172244	synonym
6a724b06-c686-5d89-b1f1-2c129e9c92e7		97dfedef-1340-5890-b633-841b1398fc30	BioSample	SAMN11834685	synonym
6ad53881-ff3e-5573-9fd1-e5c2133e6da5		26d0cb71-a412-598a-98df-0019f5882796	BioSample	SAMN07525254	synonym
6b0b0166-2701-5e19-adb1-a343b19b2597	4042eace-390c-5663-85fc-bf0e47576955		dbGaP	2172180	synonym
6c51db48-8ca7-5ec9-87c1-8a9f5c52ab7e		2e27e6c3-1118-5423-8383-c9b050e9796e	BioSample	SAMN07525161	synonym
6c711b89-897c-582d-8c76-a865c26a235f		785fbd73-6684-58f7-9a3f-728976414d4d	BioSample	SAMN07525127	synonym
6c7e3f70-9657-5a61-a151-5264b40da4b9	e4d58a68-560b-5ca4-84f5-b8706bab1fa0		dbGaP	2172325	synonym
6e65fdc5-462e-5c5e-a0c1-8777377b8fc3		402f3c8c-9276-55f7-a722-3199383678dd	BioSample	SAMN07525102	synonym
