"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"PHS000470_DS-PEDCR_1"	"DS-PEDCR"	"1"	"Not Applicable"	"45b3bcf3-a469-5a54-a265-b11822340018"	"d6d87a99-f252-51d5-8d86-ebbecc772e29"
