type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_CPTAC-GBM	9f19339a-1292-4b87-87cc-f18fceb57a95	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the CPTAC-GBM collection in The Cancer Imaging Archive.	CPTAC-GBM	Imaging	C17369	This is a subset of radiology imaging data containing faces from the CPTAC-GBM collection in The Cancer Imaging Archive.	https://doi.org/10.7937/K9/TCIA.2018.3RJE41Q1	The Clinical Proteomic Tumor Analysis Consortium Glioblastoma Multiforme Collection	phs004225.v1.p1
