"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"phs003519-GRU"	"GRU"	"1"	"c1"	"24f06c82-a909-51a4-9ee8-4c8619e18d7e"	"a9970b40-2046-504a-86c6-682e6c73f434"
