type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_HNSCC	17ae725e-fbea-4362-8e14-22cedebcd040	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the HNSCC collection in The Cancer Imaging Archive.	HNSCC	Imaging|Image Annotation	C17369|C211970	This is a subset of radiology imaging data containing faces from the HNSCC collection in The Cancer Imaging Archive.	https://doi.org/10.7937/k9/tcia.2020.a8sh-7363	HNSCC	phs004225.v1.p1
