type	study.clinical_study_designation	  publication_title	authorship	year_of_publication	journal_citation	digital_object_id	pubmed_id
publication	UBC02	Basal and luminal molecular subtypes in naturally-occurring canine urothelial carcinoma are associated with tumor immune signatures and dog breed	Sommer BC, et al	2021	Bladder Cancer 2021;7(3):317-333	10.3233/BLC-201523	
