acl	consent	consent_number	experimental_strategy_and_data_subtype	external_url	id	phs_accession	size_of_data_being_uploaded	study	study_acronym	study_data_types	study_description	study_id	study_name	study_short_title	updated	type
['phs002371']	GRU	1	WXS; RNA-Seq	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002371	phs002371::phs002371	phs002371		phs002371	HTAN_phs002371	Genomic	An NCI-funded Cancer Moonshot initiative to construct 3-dimensional atlases of the dynamic cellular, morphological, and molecular features of human cancers as they evolve from precancerous lesions to advanced disease.	phs002371	Human Tumor Atlas Network (HTAN) Primary Sequencing Data	Human Tumor Atlas Network (HTAN)		study
