type	study_id	dbgap_accession	study_name	study_acronym	study_description	consent	consent_number	external_url	experimental_strategy_and_data_subtype	study_status	study_period_start	study_period_stop	study_data_types	size_of_data_being_uploaded	crdc_id	id
study	phs002371	phs002371	Human Tumor Atlas Network (HTAN) Primary Sequencing Data	HTAN_phs002371	An NCI-funded Cancer Moonshot initiative to construct 3-dimensional atlases of the dynamic cellular, morphological, and molecular features of human cancers as they evolve from precancerous lesions to advanced disease.	GRU	1	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs002371		Completed			Genomic			db0d56bd-b388-5f04-89e5-67d54a35dc07
