id	study.id	adult_or_childhood_study	data_types	file_types_and_format	number_of_participants	number_of_samples	organism_species	study_admin_id	updated	type	study
phs002504::phs002504_admin	phs002504::phs002504	Pediatric			188	289	Human	phs002504_admin		study_admin	phs002504
