reference_genome_assembly	library_strategy	library_source	type	genomic_info_id	file.file_id	library_selection	platform	library_layout	instrument_model
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5af9f78-4cb3-11ee-9977-0bba760425fd	dg.4DFC/c5af9f78-4cb3-11ee-9977-0bba760425fd	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5afc142-4cb3-11ee-8090-7367daf4a339	dg.4DFC/c5afc142-4cb3-11ee-8090-7367daf4a339	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5afe4c4-4cb3-11ee-aae3-2b9aaa52861e	dg.4DFC/c5afe4c4-4cb3-11ee-aae3-2b9aaa52861e	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b00bfc-4cb3-11ee-86ef-b3b43a09e907	dg.4DFC/c5b00bfc-4cb3-11ee-86ef-b3b43a09e907	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b03398-4cb3-11ee-8095-2f9cb6d8ccf7	dg.4DFC/c5b03398-4cb3-11ee-8095-2f9cb6d8ccf7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b0556c-4cb3-11ee-860a-2b7f86891959	dg.4DFC/c5b0556c-4cb3-11ee-860a-2b7f86891959	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b07ac4-4cb3-11ee-a511-271c8d9ef1a9	dg.4DFC/c5b07ac4-4cb3-11ee-a511-271c8d9ef1a9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b0a044-4cb3-11ee-a9a6-abb8e857e647	dg.4DFC/c5b0a044-4cb3-11ee-a9a6-abb8e857e647	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b0c524-4cb3-11ee-98ba-977833b5c5e9	dg.4DFC/c5b0c524-4cb3-11ee-98ba-977833b5c5e9	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b0e702-4cb3-11ee-8fe3-1760f23d1a98	dg.4DFC/c5b0e702-4cb3-11ee-8fe3-1760f23d1a98	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b10976-4cb3-11ee-9482-3b6d7ddbdfad	dg.4DFC/c5b10976-4cb3-11ee-9482-3b6d7ddbdfad	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b12fd2-4cb3-11ee-90db-c31b27fe3aa0	dg.4DFC/c5b12fd2-4cb3-11ee-90db-c31b27fe3aa0	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b152d2-4cb3-11ee-962b-8fc2f6fac965	dg.4DFC/c5b152d2-4cb3-11ee-962b-8fc2f6fac965	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b175b4-4cb3-11ee-ab39-7f5932214d2d	dg.4DFC/c5b175b4-4cb3-11ee-ab39-7f5932214d2d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b19b70-4cb3-11ee-ab4a-e7a9288fbdb6	dg.4DFC/c5b19b70-4cb3-11ee-ab4a-e7a9288fbdb6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b1c1fe-4cb3-11ee-b075-97e38334aaea	dg.4DFC/c5b1c1fe-4cb3-11ee-b075-97e38334aaea	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b1e4b8-4cb3-11ee-8c9a-5329da62d99d	dg.4DFC/c5b1e4b8-4cb3-11ee-8c9a-5329da62d99d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b207f4-4cb3-11ee-b086-af5894aa16ef	dg.4DFC/c5b207f4-4cb3-11ee-b086-af5894aa16ef	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b22a86-4cb3-11ee-8c91-43cc017217f6	dg.4DFC/c5b22a86-4cb3-11ee-8c91-43cc017217f6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b25088-4cb3-11ee-8d86-ebc31fb579cb	dg.4DFC/c5b25088-4cb3-11ee-8d86-ebc31fb579cb	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b2728e-4cb3-11ee-a496-e3bac9d3b016	dg.4DFC/c5b2728e-4cb3-11ee-a496-e3bac9d3b016	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b29516-4cb3-11ee-9e38-777c02caf1b0	dg.4DFC/c5b29516-4cb3-11ee-9e38-777c02caf1b0	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b2b79e-4cb3-11ee-994a-9bd65cb03074	dg.4DFC/c5b2b79e-4cb3-11ee-994a-9bd65cb03074	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b2dd6e-4cb3-11ee-ae05-afd155c4a938	dg.4DFC/c5b2dd6e-4cb3-11ee-ae05-afd155c4a938	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b301f4-4cb3-11ee-9451-6f4c8be3ec20	dg.4DFC/c5b301f4-4cb3-11ee-9451-6f4c8be3ec20	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b3272e-4cb3-11ee-bb7d-07967c762a46	dg.4DFC/c5b3272e-4cb3-11ee-bb7d-07967c762a46	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b34d80-4cb3-11ee-9e33-23925b91d97a	dg.4DFC/c5b34d80-4cb3-11ee-9e33-23925b91d97a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b37008-4cb3-11ee-a2bd-875665aef099	dg.4DFC/c5b37008-4cb3-11ee-a2bd-875665aef099	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b39448-4cb3-11ee-9c5c-0bf826cd59e4	dg.4DFC/c5b39448-4cb3-11ee-9c5c-0bf826cd59e4	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b3b61c-4cb3-11ee-ad75-b7d14d019e4d	dg.4DFC/c5b3b61c-4cb3-11ee-ad75-b7d14d019e4d	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b3dc0a-4cb3-11ee-8207-2bc5c68daa86	dg.4DFC/c5b3dc0a-4cb3-11ee-8207-2bc5c68daa86	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b3fdde-4cb3-11ee-b103-6781048a543c	dg.4DFC/c5b3fdde-4cb3-11ee-b103-6781048a543c	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b4212e-4cb3-11ee-9156-2705813ce7ee	dg.4DFC/c5b4212e-4cb3-11ee-9156-2705813ce7ee	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b4433e-4cb3-11ee-8c35-277d960199e5	dg.4DFC/c5b4433e-4cb3-11ee-8c35-277d960199e5	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b46904-4cb3-11ee-9951-fb8ef15ef901	dg.4DFC/c5b46904-4cb3-11ee-9951-fb8ef15ef901	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b48fba-4cb3-11ee-ae78-07d00cf4b88a	dg.4DFC/c5b48fba-4cb3-11ee-ae78-07d00cf4b88a	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b4b300-4cb3-11ee-a6a2-1ba38d8cf6e7	dg.4DFC/c5b4b300-4cb3-11ee-a6a2-1ba38d8cf6e7	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b4d9e8-4cb3-11ee-94e2-abdad20cae04	dg.4DFC/c5b4d9e8-4cb3-11ee-94e2-abdad20cae04	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b4ff72-4cb3-11ee-84dd-ff1a425d0aef	dg.4DFC/c5b4ff72-4cb3-11ee-84dd-ff1a425d0aef	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b521f0-4cb3-11ee-b85c-d30a3c38b6d6	dg.4DFC/c5b521f0-4cb3-11ee-b85c-d30a3c38b6d6	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b54446-4cb3-11ee-9c59-7f13059053aa	dg.4DFC/c5b54446-4cb3-11ee-9c59-7f13059053aa	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b56c14-4cb3-11ee-b77c-97c933d6bb80	dg.4DFC/c5b56c14-4cb3-11ee-b77c-97c933d6bb80	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b5919e-4cb3-11ee-8769-9ff17008c316	dg.4DFC/c5b5919e-4cb3-11ee-8769-9ff17008c316	Not specified in data	Not specified in data	Not specified in data	Not specified in data
GRCh38	RNA-Seq	Transcriptomic Single Cell	genomic_info	dg.4DFC/c5b5b386-4cb3-11ee-934e-dfec919cb5a8	dg.4DFC/c5b5b386-4cb3-11ee-934e-dfec919cb5a8	Not specified in data	Not specified in data	Not specified in data	Not specified in data
