type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs000720_GRU-PUB-MDS	GRU-PUB-MDS	1	c1	2c8d5b2e-d624-51b9-b5d1-5ef13e995297	8f592150-8c7e-5b66-839c-f011540fd5c7
