library_id	reference_genome_assembly	library_strategy	library_layout	library_source	platform	type	genomic_info_id	file.file_id	library_selection	instrument_model
TWFU-CPT0075130004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4462d8c-1c04-11ee-9c91-db07dfbfb957_TWFU-CPT0075130004-ATAC	dg.4DFC/f4462d8c-1c04-11ee-9c91-db07dfbfb957	Not specified in data	Not specified in data
TWFU-CPT0075130004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f44652c6-1c04-11ee-b923-3bdfe7b434c0_TWFU-CPT0075130004-ATAC	dg.4DFC/f44652c6-1c04-11ee-b923-3bdfe7b434c0	Not specified in data	Not specified in data
TWFU-CPT0075130004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f446777e-1c04-11ee-baa9-6727eb75ba54_TWFU-CPT0075130004-ATAC	dg.4DFC/f446777e-1c04-11ee-baa9-6727eb75ba54	Not specified in data	Not specified in data
TWFU-CPT0075130004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4469ca4-1c04-11ee-8802-33ed51488875_TWFU-CPT0075130004-ATAC	dg.4DFC/f4469ca4-1c04-11ee-8802-33ed51488875	Not specified in data	Not specified in data
TWFU-CPT0075170013N1-CPT0075170013-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f446c256-1c04-11ee-b480-0b005ebb1b35_TWFU-CPT0075170013N1-CPT0075170013-ATAC	dg.4DFC/f446c256-1c04-11ee-b480-0b005ebb1b35	Not specified in data	Not specified in data
TWFU-CPT0075170013N1-CPT0075170013-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f446e8ee-1c04-11ee-85fd-275f67b6f8df_TWFU-CPT0075170013N1-CPT0075170013-ATAC	dg.4DFC/f446e8ee-1c04-11ee-85fd-275f67b6f8df	Not specified in data	Not specified in data
TWFU-CPT0075170013N1-CPT0075170013-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4470d92-1c04-11ee-a99b-8fb8f08ed2d4_TWFU-CPT0075170013N1-CPT0075170013-ATAC	dg.4DFC/f4470d92-1c04-11ee-a99b-8fb8f08ed2d4	Not specified in data	Not specified in data
TWFU-CPT0075170013N1-CPT0075170013-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f44733a8-1c04-11ee-8857-4f010a053bfa_TWFU-CPT0075170013N1-CPT0075170013-ATAC	dg.4DFC/f44733a8-1c04-11ee-8857-4f010a053bfa	Not specified in data	Not specified in data
TWFU-CPT0078510004-Y1N1Ba1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4475cc0-1c04-11ee-9508-1be41cdd3257_TWFU-CPT0078510004-Y1N1Ba1_1	dg.4DFC/f4475cc0-1c04-11ee-9508-1be41cdd3257	Not specified in data	Not specified in data
TWFU-CPT0078510004-Y1N1Ba1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f44783ee-1c04-11ee-9259-931682d6b8d6_TWFU-CPT0078510004-Y1N1Ba1_1	dg.4DFC/f44783ee-1c04-11ee-9259-931682d6b8d6	Not specified in data	Not specified in data
TWFU-CPT0078510004-Y1N1Ba1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f447a93c-1c04-11ee-aeed-b3b07d105504_TWFU-CPT0078510004-Y1N1Ba1_1	dg.4DFC/f447a93c-1c04-11ee-aeed-b3b07d105504	Not specified in data	Not specified in data
TWFU-CPT0079410004N1-CPT0079410004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f447ce62-1c04-11ee-93ac-d364653786a2_TWFU-CPT0079410004N1-CPT0079410004-ATAC	dg.4DFC/f447ce62-1c04-11ee-93ac-d364653786a2	Not specified in data	Not specified in data
TWFU-CPT0079410004N1-CPT0079410004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f447f46e-1c04-11ee-9a9c-5f7f67d486f1_TWFU-CPT0079410004N1-CPT0079410004-ATAC	dg.4DFC/f447f46e-1c04-11ee-9a9c-5f7f67d486f1	Not specified in data	Not specified in data
TWFU-CPT0079410004N1-CPT0079410004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f44818fe-1c04-11ee-828b-5fc2a3a1f48c_TWFU-CPT0079410004N1-CPT0079410004-ATAC	dg.4DFC/f44818fe-1c04-11ee-828b-5fc2a3a1f48c	Not specified in data	Not specified in data
TWFU-CPT0079410004N1-CPT0079410004-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4483e92-1c04-11ee-bcdd-a73f60bb5d62_TWFU-CPT0079410004N1-CPT0079410004-ATAC	dg.4DFC/f4483e92-1c04-11ee-bcdd-a73f60bb5d62	Not specified in data	Not specified in data
TWFU-CPT0086350004-Y1N1Ba1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f44860a2-1c04-11ee-b3d7-6f1c57fb4c36_TWFU-CPT0086350004-Y1N1Ba1_1	dg.4DFC/f44860a2-1c04-11ee-b3d7-6f1c57fb4c36	Not specified in data	Not specified in data
TWFU-CPT0086350004-Y1N1Ba1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4488780-1c04-11ee-bb3e-3b383b4f4bbb_TWFU-CPT0086350004-Y1N1Ba1_1	dg.4DFC/f4488780-1c04-11ee-bb3e-3b383b4f4bbb	Not specified in data	Not specified in data
TWFU-CPT0086350004-Y1N1Ba1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f448ace2-1c04-11ee-b362-73ffef5541b2_TWFU-CPT0086350004-Y1N1Ba1_1	dg.4DFC/f448ace2-1c04-11ee-b362-73ffef5541b2	Not specified in data	Not specified in data
TWFU-CPT0086820004N1-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f448d258-1c04-11ee-9324-7b78ae1beed9_TWFU-CPT0086820004N1-ATAC	dg.4DFC/f448d258-1c04-11ee-9324-7b78ae1beed9	Not specified in data	Not specified in data
TWFU-CPT0086820004N1-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f448f7f6-1c04-11ee-bbe0-57b58e789078_TWFU-CPT0086820004N1-ATAC	dg.4DFC/f448f7f6-1c04-11ee-bbe0-57b58e789078	Not specified in data	Not specified in data
TWFU-CPT0086820004N1-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4491e70-1c04-11ee-acfa-9fb3807316b5_TWFU-CPT0086820004N1-ATAC	dg.4DFC/f4491e70-1c04-11ee-acfa-9fb3807316b5	Not specified in data	Not specified in data
TWFU-CPT0086820004N1-ATAC	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4494422-1c04-11ee-be3d-1b713803dac0_TWFU-CPT0086820004N1-ATAC	dg.4DFC/f4494422-1c04-11ee-be3d-1b713803dac0	Not specified in data	Not specified in data
TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4496966-1c04-11ee-88f1-eba50c17a70c_TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	dg.4DFC/f4496966-1c04-11ee-88f1-eba50c17a70c	Not specified in data	Not specified in data
TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f4498e1e-1c04-11ee-add7-4f330178aff0_TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	dg.4DFC/f4498e1e-1c04-11ee-add7-4f330178aff0	Not specified in data	Not specified in data
TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f449b696-1c04-11ee-8f5a-7b191e0b9688_TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	dg.4DFC/f449b696-1c04-11ee-8f5a-7b191e0b9688	Not specified in data	Not specified in data
TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	GRCh38	ATAC-seq	Paired-End	Genomic Single Cell	Illumina	genomic_info	dg.4DFC/f449dba8-1c04-11ee-8760-5fd74eb9c672_TWHG-CPT0010160004-XBa1_1-CPT0010160004-XBa1_1	dg.4DFC/f449dba8-1c04-11ee-8760-5fd74eb9c672	Not specified in data	Not specified in data
