"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"phs002504c1"	"GRU"	"1"	"c1"	"de96b037-86c6-5864-877a-680be5979653"	"d80c4bf8-a97e-5c2c-871f-6a8ef0b7f43d"
