"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"phs003432_GRU"	"GRU"	"1"	"c1"	"020c2e91-2bba-5f62-a491-156b81c2cc13"	"3cf3c7c1-d013-5e4f-aacf-fbacf79aa41c"
