"type"	"id"	"reference_file_id"	"file_name"	"file_type"	"file_description"	"file_category"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"8c8e46f5-6d36-5afc-b672-690d1b752290"	"f622cd66-7377-432e-9e20-20ceeb72e6b0"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"programmatic source code"	"78570"	"f91beb4cb0691363860d205deb142872"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/etl/ccdi/c3dc_etl.py"	"83ab9595-2689-4d0c-8934-7781d6935cca"	"ea79c8d6-36cb-5e8f-b54a-347bf48c7dab"
"reference_file"	"f9660cf1-5925-5d5d-84d5-7406e75786c4"	"79b471e1-e6d4-486c-bacd-e2dd47b3e88b"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"output schema"	"386533"	"de2768a4a26c8ffbd5b757b0e1e32002"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/schema/schema.json"	"96076f0d-3ff4-4f1a-9a8b-b155213ba693"	"ea79c8d6-36cb-5e8f-b54a-347bf48c7dab"
"reference_file"	"08ce128d-d2e9-550f-98c3-6ae04f19463c"	"6f7cc3e6-5ae9-499c-aa1f-609b16028b06"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"transformation/mapping"	"590473"	"2df46fac0760a2230d4dec0bf5692454"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"3aaa1177-8d64-4bf3-8837-f072835724f1"	"ea79c8d6-36cb-5e8f-b54a-347bf48c7dab"
"reference_file"	"f8879d4c-c9c1-54d4-bc2a-b66320e01256"	"33bc8f3f-18aa-4211-b882-4e8d7805ff3b"	"phs002620.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"transformation/mapping"	"50119"	"6b34c7fec89c108044d2f3b866585c43"	"https://github.com/chicagopcdc/c3dc_etl/blob/20250822.1/etl/ccdi/transformations/phs002620.json"	"6940c604-bbcf-4178-a7ae-2975a8075c30"	"ea79c8d6-36cb-5e8f-b54a-347bf48c7dab"
"reference_file"	"f22c6357-b3f8-5ad7-a6fd-e9c76f45ce85"	"dfbb16ee-ea07-4289-81df-3b56584fbe47"	"CCDI_Submission_Template_v3.1.0_phs002620_JoinRy_2025-08-04.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"input source data"	"535358"	"5434fb6b20570da0a4f2856feccf7296"	"See CCDI Hub at https://ccdi.cancer.gov/explore"	"e932b7d8-ba7b-48db-8619-76eaf59d30b3"	"ea79c8d6-36cb-5e8f-b54a-347bf48c7dab"
