type	uuid	crdc_id	file_description	file_format	file_name	file_size	file_type	md5sum	sample.sample_id
file	19d2ed1e-8b77-5e79-af65-375b8c0f42de	dg.4DFC/19d2ed1e-8b77-5e79-af65-375b8c0f42de	Methylation: Primary Tumor	txt	COTC021-0631-T.CX_report.txt.gz	5131629258	DNA Methylation Analysis File	c278c973e7610a8cc9854e89ba10a1c5	COTC021-0631-T
file	1b9935fc-d9a6-5d49-b015-7e696a9502fc	dg.4DFC/1b9935fc-d9a6-5d49-b015-7e696a9502fc	Methylation: Primary Tumor	txt	COTC021-1703-T.CX_report.txt.gz	5104383752	DNA Methylation Analysis File	1a55fc8b495b2ba08d61f2a29414f47d	COTC021-1703-T
file	1bbac80d-ffdc-5a8f-a441-dd11c4fc47ca	dg.4DFC/1bbac80d-ffdc-5a8f-a441-dd11c4fc47ca	Methylation: Primary Tumor	txt	COTC021-1407-T.CX_report.txt.gz	5264957314	DNA Methylation Analysis File	5c074b4d4ca75da6e6128a79a47c49bb	COTC021-1407-T
file	1c5f4c28-dc14-5a98-acc7-993ed7747345	dg.4DFC/1c5f4c28-dc14-5a98-acc7-993ed7747345	Methylation: Primary Tumor	txt	COTC021-1409-T.CX_report.txt.gz	4903791417	DNA Methylation Analysis File	9f1d7afcf4d9892d0f1c44f3e61118a6	COTC021-1409-T
file	1f61d8b3-98ef-549a-9f9e-65029f9169d8	dg.4DFC/1f61d8b3-98ef-549a-9f9e-65029f9169d8	Methylation: Primary Tumor	txt	COTC021-2312-T.CX_report.txt.gz	5209472251	DNA Methylation Analysis File	653728f74cca61b482bd5b53b0f16571	COTC021-2312-T
file	22400ff6-003a-5a3f-9867-0b6e060e227e	dg.4DFC/22400ff6-003a-5a3f-9867-0b6e060e227e	Methylation: Primary Tumor	txt	COTC021-0314-T.CX_report.txt.gz	5125709990	DNA Methylation Analysis File	cfebf7c19904838fa7d5a034464797e1	COTC021-0314-T
file	2b6b47c6-b922-590a-877c-fef6f54c16be	dg.4DFC/2b6b47c6-b922-590a-877c-fef6f54c16be	Methylation: Primary Tumor	txt	COTC021-0640-T.CX_report.txt.gz	5085110231	DNA Methylation Analysis File	27b6140ddb0a7fbe866353ae0f279fc7	COTC021-0640-T
file	306ef244-b4a2-5c89-a301-e9e780000ead	dg.4DFC/306ef244-b4a2-5c89-a301-e9e780000ead	Methylation: Primary Tumor	txt	COTC021-0335-T.CX_report.txt.gz	5089903372	DNA Methylation Analysis File	c01564f5f29e3acf2fc804e6d1606fc5	COTC021-0335-T
file	3657d596-7fe8-5e27-ae8a-9eebaf01d71a	dg.4DFC/3657d596-7fe8-5e27-ae8a-9eebaf01d71a	Methylation: Primary Tumor	txt	COTC021-0809-T.CX_report.txt.gz	4874247180	DNA Methylation Analysis File	d409b638263fc61da8d2ecc83c3335ee	COTC021-0809-T
file	51a5ec4d-7aa8-56bc-8a7e-48eb59f1b5bb	dg.4DFC/51a5ec4d-7aa8-56bc-8a7e-48eb59f1b5bb	Methylation: Primary Tumor	txt	COTC021-0621-T.CX_report.txt.gz	5159187633	DNA Methylation Analysis File	e91c74f94988916943b6a565b0ef0787	COTC021-0621-T
file	5455c99c-0e0e-5754-bbd9-67137c1458f2	dg.4DFC/5455c99c-0e0e-5754-bbd9-67137c1458f2	Methylation: Primary Tumor	txt	COTC021-0301-T.CX_report.txt.gz	5091153948	DNA Methylation Analysis File	394a6e5ee4264241c4e62de467ee5947	COTC021-0301-T
file	5755c6cc-1103-5358-8fdf-7534abc46022	dg.4DFC/5755c6cc-1103-5358-8fdf-7534abc46022	Methylation: Primary Tumor	txt	COTC021-0327-T.CX_report.txt.gz	4769328122	DNA Methylation Analysis File	a5acf74f14e2498e4c11fad50e520c9c	COTC021-0327-T
file	648daaf1-d189-5fc1-9c26-dd1efc816ed0	dg.4DFC/648daaf1-d189-5fc1-9c26-dd1efc816ed0	Methylation: Primary Tumor	txt	COTC021-0305-T.CX_report.txt.gz	5160587882	DNA Methylation Analysis File	1d87d45149870c7ac68c9aba2a4f404f	COTC021-0305-T
file	6fb13165-2a1c-5238-ba8b-427372725186	dg.4DFC/6fb13165-2a1c-5238-ba8b-427372725186	Methylation: Primary Tumor	txt	COTC021-0722-T.CX_report.txt.gz	5149548733	DNA Methylation Analysis File	6131e3463176230f549f0c91402f1c73	COTC021-0722-T
file	789ab395-96da-5343-888d-9d32e1e0f19f	dg.4DFC/789ab395-96da-5343-888d-9d32e1e0f19f	Methylation: Primary Tumor	txt	COTC021-1015-T.CX_report.txt.gz	5103358602	DNA Methylation Analysis File	c1356f73657eed65a1b738ee919dd66f	COTC021-1015-T
file	80e6731c-76f0-523e-89b1-8064040955a9	dg.4DFC/80e6731c-76f0-523e-89b1-8064040955a9	Methylation: Primary Tumor	txt	COTC021-0817-T.CX_report.txt.gz	5131048613	DNA Methylation Analysis File	2098b8a3aec50e20ad80b7d2598444ff	COTC021-0817-T
file	83d4d5f1-33f2-5f59-86d2-bce2624662cb	dg.4DFC/83d4d5f1-33f2-5f59-86d2-bce2624662cb	Methylation: Primary Tumor	txt	COTC021-0215-T.CX_report.txt.gz	4868841955	DNA Methylation Analysis File	34b28f2e7f27024a6cb0d4a38d7b3677	COTC021-0215-T
file	a824ab41-8c0f-5477-812c-81e76f9f56ee	dg.4DFC/a824ab41-8c0f-5477-812c-81e76f9f56ee	Methylation: Primary Tumor	txt	COTC021-0207-T.CX_report.txt.gz	5038766148	DNA Methylation Analysis File	b85132ca6f0a36283c112a5c0a912fa9	COTC021-0207-T
file	b53ea6a0-39cd-5652-9423-d743360811f0	dg.4DFC/b53ea6a0-39cd-5652-9423-d743360811f0	Methylation: Primary Tumor	txt	COTC021-0515-T.CX_report.txt.gz	5208322843	DNA Methylation Analysis File	8ffe34e03802fb20362c3ba1e8f23cbc	COTC021-0515-T
file	b95fb812-8a8d-5a59-a7b6-8ab1281d89b6	dg.4DFC/b95fb812-8a8d-5a59-a7b6-8ab1281d89b6	Methylation: Primary Tumor	txt	COTC021-0723-T.CX_report.txt.gz	5259095787	DNA Methylation Analysis File	f1a189d99844b4e066c74965ddec3937	COTC021-0723-T
file	bef33071-281d-5ddc-9a61-af1e5f0597db	dg.4DFC/bef33071-281d-5ddc-9a61-af1e5f0597db	Methylation: Primary Tumor	txt	COTC021-0309-T.CX_report.txt.gz	5236693104	DNA Methylation Analysis File	9d50854aa40e72e70e93d8e064cb4cfb	COTC021-0309-T
file	cf04e171-d78b-5d88-be99-32afc1185a94	dg.4DFC/cf04e171-d78b-5d88-be99-32afc1185a94	Methylation: Primary Tumor	txt	COTC021-1001-T.CX_report.txt.gz	5099022323	DNA Methylation Analysis File	690c05d93943a23b560ebff1d38767dd	COTC021-1001-T
file	cf944030-540e-5d33-ac22-0d95b8b71028	dg.4DFC/cf944030-540e-5d33-ac22-0d95b8b71028	Methylation: Primary Tumor	txt	COTC021-1007-T.CX_report.txt.gz	5070938287	DNA Methylation Analysis File	1c42a186deffdf05bfb271f27eb95866	COTC021-1007-T
file	d96922f2-5859-5c09-acbe-87381707b137	dg.4DFC/d96922f2-5859-5c09-acbe-87381707b137	Methylation: Primary Tumor	txt	COTC021-0814-T.CX_report.txt.gz	4737778113	DNA Methylation Analysis File	db0a4cc01dcc31cb0d81884b51984147	COTC021-0814-T
