type	uuid	crdc_id	file_description	file_format	file_name	file_size	file_type	md5sum	sample.sample_id
file	0011f514-5bde-5dca-8ab1-3ed32f79705d	dg.4DFC/0011f514-5bde-5dca-8ab1-3ed32f79705d	Low pass WGS: Primary Tumor	bam	COTC021_2003_T.bam	7613165728	Whole Genome Sequence File	673285b432662b514c2888d873790786	COTC021-2003-T
file	0399f48d-6526-5a83-9ee7-87f8910d9693	dg.4DFC/0399f48d-6526-5a83-9ee7-87f8910d9693	Low pass WGS: Primary Tumor	bai	COTC021_0603_T.bam.bai	2323240	Whole Genome Sequence File	ade449271d2afbeee8cfc51276ffe015	COTC021-0603-T
file	04ccdd72-4929-5d62-83f8-eb80dc4de099	dg.4DFC/04ccdd72-4929-5d62-83f8-eb80dc4de099	Low pass WGS: Primary Tumor	bam	COTC021_1009_T.bam	7978533020	Whole Genome Sequence File	ef7831ba86f5c3f0dd49a7d8d1f94bef	COTC021-1009-T
file	0926db02-ad5c-51af-abdd-a61b7bab7631	dg.4DFC/0926db02-ad5c-51af-abdd-a61b7bab7631	Low pass WGS: Primary Tumor	bam	COTC021_2007_T.bam	9093333577	Whole Genome Sequence File	01d30617408d053587c48e94f41a3288	COTC021-2007-T
file	0a803090-9c79-5c07-902c-6cb98366e971	dg.4DFC/0a803090-9c79-5c07-902c-6cb98366e971	Low pass WGS: Primary Tumor	bam	COTC021_1905_T.bam	6978138210	Whole Genome Sequence File	9c6096c34e2490b0bcd5ff2048b310ce	COTC021-1905-T
file	0e134224-c84a-54c1-8143-f5206ae075d7	dg.4DFC/0e134224-c84a-54c1-8143-f5206ae075d7	Low pass WGS: Primary Tumor	bam	COTC021_0211_T.bam	5184909900	Whole Genome Sequence File	f79bfa2608d77eb7e931dd0a7633249f	COTC021-0211-T
file	0ffd86da-9a90-5782-96aa-4cc9c581b74b	dg.4DFC/0ffd86da-9a90-5782-96aa-4cc9c581b74b	Low pass WGS: Primary Tumor	bam	COTC021_0301_T.bam	5676403954	Whole Genome Sequence File	ee1ebb83338026d06f1f8bc9f94914c3	COTC021-0301-T
file	11d4cd86-b29c-5fc1-a87f-0f1eb7f5599b	dg.4DFC/11d4cd86-b29c-5fc1-a87f-0f1eb7f5599b	Low pass WGS: Primary Tumor	bai	COTC021_0717_T.bam.bai	2610152	Whole Genome Sequence File	a226673800794977d66ae79ea6758613	COTC021-0717-T
file	125124b1-2834-5cf4-870c-80bfbf5777c1	dg.4DFC/125124b1-2834-5cf4-870c-80bfbf5777c1	Low pass WGS: Primary Tumor	bai	COTC021_0509_T.bam.bai	2706384	Whole Genome Sequence File	49b93ee02c14635c56586e29f5f126ec	COTC021-0509-T
file	17b8c5ec-73fa-5480-a4b9-201289025b54	dg.4DFC/17b8c5ec-73fa-5480-a4b9-201289025b54	Low pass WGS: Primary Tumor	bam	COTC021_1903_T.bam	10806958347	Whole Genome Sequence File	97b1d3a239dc390cc4206e4755e9cf80	COTC021-1903-T
file	1b602358-b16d-529d-9855-3cc7e68660bf	dg.4DFC/1b602358-b16d-529d-9855-3cc7e68660bf	Low pass WGS: Primary Tumor	bai	COTC021_2003_T.bam.bai	2846448	Whole Genome Sequence File	37bf735883a2ad573f057ab0c7403d55	COTC021-2003-T
file	1bac476d-04a6-5bc2-9e40-27cf08a081e0	dg.4DFC/1bac476d-04a6-5bc2-9e40-27cf08a081e0	Low pass WGS: Primary Tumor	bai	COTC021_0519_T.bam.bai	2585296	Whole Genome Sequence File	51ffcb8419e7ee05ff3daee50eb6ae21	COTC021-0519-T
file	1bea562f-2df1-595b-8bf0-7d0ffb2271ac	dg.4DFC/1bea562f-2df1-595b-8bf0-7d0ffb2271ac	Low pass WGS: Primary Tumor	bam	COTC021_0631_T.bam	8334544026	Whole Genome Sequence File	b2e5cec0608f31b7e6374210712b118b	COTC021-0631-T
file	241b1ec1-7cde-5358-b738-ea5625c45945	dg.4DFC/241b1ec1-7cde-5358-b738-ea5625c45945	Low pass WGS: Primary Tumor	bai	COTC021_0329_T.bam.bai	2808880	Whole Genome Sequence File	e356a8eb8d83ee1df99c0952b498c4c4	COTC021-0329-T
file	25a7d89b-b773-51b7-9c51-70093c6e7e52	dg.4DFC/25a7d89b-b773-51b7-9c51-70093c6e7e52	Low pass WGS: Primary Tumor	bam	COTC021_0523_T.bam	7150914942	Whole Genome Sequence File	02438a3101d6c92299d176ced46f5873	COTC021-0523-T
file	26f1594b-64d1-5825-864a-713b6a194254	dg.4DFC/26f1594b-64d1-5825-864a-713b6a194254	Low pass WGS: Primary Tumor	bam	COTC021_1907_T.bam	6965399983	Whole Genome Sequence File	d9d2f513e9fe08474038af945057cf19	COTC021-1907-T
file	2701e1b0-5529-52e5-b52e-2a99f4d7b03b	dg.4DFC/2701e1b0-5529-52e5-b52e-2a99f4d7b03b	Low pass WGS: Primary Tumor	bai	COTC021_1419_T.bam.bai	2350120	Whole Genome Sequence File	d13a2cc330fe6d0136020e01cb6ec2c5	COTC021-1419-T
file	27dfe5b5-b4a5-52ac-b5a8-beac60019fd3	dg.4DFC/27dfe5b5-b4a5-52ac-b5a8-beac60019fd3	Low pass WGS: Primary Tumor	bai	COTC021_0705_T.bam.bai	2215360	Whole Genome Sequence File	885f8aa5dd1c69678a7ba8baf1835ed1	COTC021-0705-T
file	2e8a456e-361f-5d42-9a49-030dd2c4389a	dg.4DFC/2e8a456e-361f-5d42-9a49-030dd2c4389a	Low pass WGS: Primary Tumor	bai	COTC021_0625_T.bam.bai	2240168	Whole Genome Sequence File	d6350146b0614736a82de71cd9226dcd	COTC021-0625-T
file	2f43c16b-ad00-5319-b1d2-52249d8baa2d	dg.4DFC/2f43c16b-ad00-5319-b1d2-52249d8baa2d	Low pass WGS: Primary Tumor	bai	COTC021_0601_T.bam.bai	2361584	Whole Genome Sequence File	93f90fe951f2b6f12ac5a4600eab9f7d	COTC021-0601-T
file	32d89ebb-40d9-5a2d-bb6c-8562302891b6	dg.4DFC/32d89ebb-40d9-5a2d-bb6c-8562302891b6	Low pass WGS: Primary Tumor	bam	COTC021_0607_T.bam	7428712168	Whole Genome Sequence File	da476b8d042ceece9d8a89f951c69a4e	COTC021-0607-T
file	32eaca6c-cdcf-5344-8caf-740c27b53fb0	dg.4DFC/32eaca6c-cdcf-5344-8caf-740c27b53fb0	Low pass WGS: Primary Tumor	bam	COTC021_0709_T.bam	6515695569	Whole Genome Sequence File	64d24c35181091a5b21f8f763ac5e577	COTC021-0709-T
file	3b4827cc-58b1-53e7-a76a-40a85eb3a19b	dg.4DFC/3b4827cc-58b1-53e7-a76a-40a85eb3a19b	Low pass WGS: Primary Tumor	bam	COTC021_1024_T.bam	7092899330	Whole Genome Sequence File	7a4029f42f0e027fea0082e2a8f4f4f7	COTC021-1024-T
file	3d7c8a50-2647-5ed7-8346-555149caaed0	dg.4DFC/3d7c8a50-2647-5ed7-8346-555149caaed0	Low pass WGS: Primary Tumor	bai	COTC021_0815_T.bam.bai	2188200	Whole Genome Sequence File	955ee226fa2a3a03a68a575c866e679b	COTC021-0815-T
file	3e21edf4-3642-5677-916b-8e63771a30ba	dg.4DFC/3e21edf4-3642-5677-916b-8e63771a30ba	Low pass WGS: Primary Tumor	bam	COTC021_1003_T.bam	7263706305	Whole Genome Sequence File	d96d638e0500315cb3e7520ae94ba0dd	COTC021-1003-T
file	3fca4ae6-a4c1-5486-bf4d-e25b18c012f5	dg.4DFC/3fca4ae6-a4c1-5486-bf4d-e25b18c012f5	Low pass WGS: Primary Tumor	bam	COTC021_0303_T.bam	8431709291	Whole Genome Sequence File	f14e5ba1e3a7a386855c8c47b2d8c0bb	COTC021-0303-T
file	407d0f75-2409-5f0b-bb53-7494062bc5b3	dg.4DFC/407d0f75-2409-5f0b-bb53-7494062bc5b3	Low pass WGS: Primary Tumor	bai	COTC021_0515_T.bam.bai	2505440	Whole Genome Sequence File	cd5b79eef3b2d49cab508f35450e23d8	COTC021-0515-T
file	40fc735f-d73e-5443-b337-caf22e943917	dg.4DFC/40fc735f-d73e-5443-b337-caf22e943917	Low pass WGS: Primary Tumor	bai	COTC021_2215_T.bam.bai	2903064	Whole Genome Sequence File	638b54641983b764f36477bda2ab5aaf	COTC021-2215-T
file	4702403c-7492-5abd-8d96-dffadc1c6f3b	dg.4DFC/4702403c-7492-5abd-8d96-dffadc1c6f3b	Low pass WGS: Primary Tumor	bam	COTC021_0329_T.bam	8747737205	Whole Genome Sequence File	c3075a9f8cbb34c07b63a5d79381ad40	COTC021-0329-T
file	4732b7be-3beb-5c74-bd6d-5c23960c4ca0	dg.4DFC/4732b7be-3beb-5c74-bd6d-5c23960c4ca0	Low pass WGS: Primary Tumor	bai	COTC021_0523_T.bam.bai	7499704	Whole Genome Sequence File	2020eed260683b5f616163dbf12d0968	COTC021-0523-T
file	48286f64-8e7c-5e17-96d3-5329b01b3459	dg.4DFC/48286f64-8e7c-5e17-96d3-5329b01b3459	Low pass WGS: Primary Tumor	bam	COTC021_1415_T.bam	9023065240	Whole Genome Sequence File	86736e0941ef45f250c9ad5052e14cde	COTC021-1415-T
file	4d5265a4-e907-5b69-bd61-d86bfc559b9a	dg.4DFC/4d5265a4-e907-5b69-bd61-d86bfc559b9a	Low pass WGS: Primary Tumor	bai	COTC021_0803_T.bam.bai	2227072	Whole Genome Sequence File	032737ec372e9528c46da55a1f0d1792	COTC021-0803-T
file	4f956815-8824-5d7e-a537-ca9559f7f3f7	dg.4DFC/4f956815-8824-5d7e-a537-ca9559f7f3f7	Low pass WGS: Primary Tumor	bam	COTC021_0317_T.bam	5945281298	Whole Genome Sequence File	7dc2b7644c6382e04c5df7726d245cee	COTC021-0317-T
file	52450a0b-eaa1-57ee-be4e-b939fd3d197f	dg.4DFC/52450a0b-eaa1-57ee-be4e-b939fd3d197f	Low pass WGS: Primary Tumor	bai	COTC021_2307_T.bam.bai	7491280	Whole Genome Sequence File	bb59c18e8bc2ffdeeee1838476d51d95	COTC021-2307-T
file	53cdf2eb-8109-5b1b-8367-485e6493824f	dg.4DFC/53cdf2eb-8109-5b1b-8367-485e6493824f	Low pass WGS: Primary Tumor	bam	COTC021_0509_T.bam	7817927079	Whole Genome Sequence File	20da2118daa8885a177710e9e3c4fe53	COTC021-0509-T
file	57b88345-6129-50e4-b685-5bcca6577f8e	dg.4DFC/57b88345-6129-50e4-b685-5bcca6577f8e	Low pass WGS: Primary Tumor	bam	COTC021_1417_T.bam	7418261079	Whole Genome Sequence File	2ece3273e2a4c98139552263b1bce633	COTC021-1417-T
file	58ad8252-a84b-5909-b66b-913f69de499e	dg.4DFC/58ad8252-a84b-5909-b66b-913f69de499e	Low pass WGS: Primary Tumor	bam	COTC021_0405_T.bam	7110622602	Whole Genome Sequence File	3c0ccb67cb3b69925602864e787582b5	COTC021-0405-T
file	5a3b84f7-8722-561b-954d-7c9e8ed796f4	dg.4DFC/5a3b84f7-8722-561b-954d-7c9e8ed796f4	Low pass WGS: Primary Tumor	bai	COTC021_2009_T.bam.bai	2399928	Whole Genome Sequence File	ea8f8196d5c6a5809fa39f81ac279171	COTC021-2009-T
file	5a64439a-d949-5cfe-bdd9-02726751d8e7	dg.4DFC/5a64439a-d949-5cfe-bdd9-02726751d8e7	Low pass WGS: Primary Tumor	bam	COTC021_1713_T.bam	8646545564	Whole Genome Sequence File	ef12812eb50c3d50120e4a49653bfbd2	COTC021-1713-T
file	5b26b734-1422-53e2-b6dd-4ca10c8dd6f1	dg.4DFC/5b26b734-1422-53e2-b6dd-4ca10c8dd6f1	Low pass WGS: Primary Tumor	bai	COTC021_0317_T.bam.bai	2183776	Whole Genome Sequence File	d3aeabd19101a19d49409a4e4eeed83e	COTC021-0317-T
file	5c10e902-6d76-5400-bef0-33988c73604b	dg.4DFC/5c10e902-6d76-5400-bef0-33988c73604b	Low pass WGS: Primary Tumor	bai	COTC021_1024_T.bam.bai	2365056	Whole Genome Sequence File	761ce861fd135055501206dd9ce51509	COTC021-1024-T
file	60cf0586-0b83-5dfa-88fa-dd3b562afca8	dg.4DFC/60cf0586-0b83-5dfa-88fa-dd3b562afca8	Low pass WGS: Primary Tumor	bam	COTC021_0715_T.bam	7839429409	Whole Genome Sequence File	1b8d097c5d02caadafc7e9a174c48378	COTC021-0715-T
file	67f678f5-5a9d-5d5f-bf1e-0000db739b5d	dg.4DFC/67f678f5-5a9d-5d5f-bf1e-0000db739b5d	Low pass WGS: Primary Tumor	bam	COTC021_0511_T.bam	8890177708	Whole Genome Sequence File	de4b380323ca890f8ab528562a5ee343	COTC021-0511-T
file	6b8b33ab-c3d0-5568-b333-77d6266277dd	dg.4DFC/6b8b33ab-c3d0-5568-b333-77d6266277dd	Low pass WGS: Primary Tumor	bai	COTC021_0301_T.bam.bai	2222080	Whole Genome Sequence File	159d27324ebe6b93a78e13936d40da42	COTC021-0301-T
file	6b9b2485-e828-55c9-a8c6-d11d9301505c	dg.4DFC/6b9b2485-e828-55c9-a8c6-d11d9301505c	Low pass WGS: Primary Tumor	bam	COTC021_0307_T.bam	7739696221	Whole Genome Sequence File	1269ab6f4bb0f5ce0740015d2b80b860	COTC021-0307-T
file	726d1343-e268-5d3a-b8ed-480a26c530dc	dg.4DFC/726d1343-e268-5d3a-b8ed-480a26c530dc	Low pass WGS: Primary Tumor	bam	COTC021_1013_T.bam	6937205046	Whole Genome Sequence File	be1a728fc2f81d646eadaaf83d389a8e	COTC021-1013-T
file	7548ef14-bee0-5206-b56b-f94a2107f92e	dg.4DFC/7548ef14-bee0-5206-b56b-f94a2107f92e	Low pass WGS: Primary Tumor	bam	COTC021_0515_T.bam	6744755627	Whole Genome Sequence File	48bf0be6253214bc263ed884a9f8d1b0	COTC021-0515-T
file	7578b984-e05c-5aea-984c-4c0209c1e562	dg.4DFC/7578b984-e05c-5aea-984c-4c0209c1e562	Low pass WGS: Primary Tumor	bam	COTC021_1106_T.bam	2537536854	Whole Genome Sequence File	ee7b72baad511f19f42441deef7b9869	COTC021-1106-T
file	7820176f-4500-5b4d-8ce2-02c0424e23fa	dg.4DFC/7820176f-4500-5b4d-8ce2-02c0424e23fa	Low pass WGS: Primary Tumor	bam	COTC021_0603_T.bam	7262577606	Whole Genome Sequence File	361f8c9adf71d57b42df150fd8c34a69	COTC021-0603-T
file	79f908f6-ba61-59a7-859f-92ea7ca8c602	dg.4DFC/79f908f6-ba61-59a7-859f-92ea7ca8c602	Low pass WGS: Primary Tumor	bai	COTC021_0715_T.bam.bai	7506392	Whole Genome Sequence File	10ee70c947135a269d2986175c449e7e	COTC021-0715-T
file	7e5e0962-8303-5e8b-93c5-f4f90f618e93	dg.4DFC/7e5e0962-8303-5e8b-93c5-f4f90f618e93	Low pass WGS: Primary Tumor	bam	COTC021_0803_T.bam	7007572930	Whole Genome Sequence File	d68ec648b19cb20be020efe560a11dc2	COTC021-0803-T
file	7fe470ff-aa7d-53b6-8fdb-f7b8830ec468	dg.4DFC/7fe470ff-aa7d-53b6-8fdb-f7b8830ec468	Low pass WGS: Primary Tumor	bam	COTC021_0601_T.bam	6478777573	Whole Genome Sequence File	1e8b6c1d98e7707be975656d7a1c29ed	COTC021-0601-T
file	80120062-80a0-56ab-8aba-b8cde3b75aa6	dg.4DFC/80120062-80a0-56ab-8aba-b8cde3b75aa6	Low pass WGS: Primary Tumor	bai	COTC021_1905_T.bam.bai	2273224	Whole Genome Sequence File	43f026d432e3548346344ebd487f38e2	COTC021-1905-T
file	810ecb8a-18a0-5ad5-8180-ff615f779415	dg.4DFC/810ecb8a-18a0-5ad5-8180-ff615f779415	Low pass WGS: Primary Tumor	bam	COTC021_0105_T.bam	6341501908	Whole Genome Sequence File	af6813420a7d5461b907c0001a9bb09a	COTC021-0105-T
file	842e28fb-f7ad-5c37-895d-67f3d95b8212	dg.4DFC/842e28fb-f7ad-5c37-895d-67f3d95b8212	Low pass WGS: Primary Tumor	bai	COTC021_0511_T.bam.bai	3466920	Whole Genome Sequence File	92132001773b9fbc681e56e7c5269051	COTC021-0511-T
file	853632c6-0e8f-5557-b7b4-b91eff9ae188	dg.4DFC/853632c6-0e8f-5557-b7b4-b91eff9ae188	Low pass WGS: Primary Tumor	bai	COTC021_1903_T.bam.bai	4934176	Whole Genome Sequence File	201edeb1752f3866c379f9fdf63a014e	COTC021-1903-T
file	88d9a5a8-de61-57f6-8b62-3337469a610e	dg.4DFC/88d9a5a8-de61-57f6-8b62-3337469a610e	Low pass WGS: Primary Tumor	bai	COTC021_2317_T.bam.bai	2285088	Whole Genome Sequence File	c6567aa019a04d4bd4fde2f4fce190b5	COTC021-2317-T
file	8aa88af3-4579-50a1-9928-789ead1b76a7	dg.4DFC/8aa88af3-4579-50a1-9928-789ead1b76a7	Low pass WGS: Primary Tumor	bai	COTC021_1415_T.bam.bai	3550808	Whole Genome Sequence File	169378d36b45b84d17bd0aad57c4630f	COTC021-1415-T
file	8b1b4f91-eb70-5106-be68-66061bcfa369	dg.4DFC/8b1b4f91-eb70-5106-be68-66061bcfa369	Low pass WGS: Primary Tumor	bam	COTC021_0643_T.bam	7651932291	Whole Genome Sequence File	35ed3889296dafd96612e0ce6c5ee905	COTC021-0643-T
file	8f4d10b3-fd2d-5c9e-a6a2-1aba3bd8ef64	dg.4DFC/8f4d10b3-fd2d-5c9e-a6a2-1aba3bd8ef64	Low pass WGS: Primary Tumor	bam	COTC021_0717_T.bam	7420853168	Whole Genome Sequence File	6fa62285867101ce7b3cc37e12c0a2dc	COTC021-0717-T
file	91257396-1cd5-5fba-974f-55352ee05c80	dg.4DFC/91257396-1cd5-5fba-974f-55352ee05c80	Low pass WGS: Primary Tumor	bam	COTC021_0701_T.bam	7223181885	Whole Genome Sequence File	c874d54b34213e26a659d261d11b04c0	COTC021-0701-T
file	9418814f-ba65-54f2-ab64-67a25124ebf5	dg.4DFC/9418814f-ba65-54f2-ab64-67a25124ebf5	Low pass WGS: Primary Tumor	bam	COTC021_0705_T.bam	6869764014	Whole Genome Sequence File	9ea0c24a7a76935576fc82c3a2f1235c	COTC021-0705-T
file	9524e795-8d69-50f8-9b2f-691d151c9bf3	dg.4DFC/9524e795-8d69-50f8-9b2f-691d151c9bf3	Low pass WGS: Primary Tumor	bam	COTC021_0314_T.bam	5405270478	Whole Genome Sequence File	aba0d67fc9a7bf0a7b4e42deeb5701c6	COTC021-0314-T
file	96a8ff5e-8f3e-53c6-a2ba-992ba4043e9b	dg.4DFC/96a8ff5e-8f3e-53c6-a2ba-992ba4043e9b	Low pass WGS: Primary Tumor	bai	COTC021_1013_T.bam.bai	2516376	Whole Genome Sequence File	9887465c0894bb0570af524154fc7d02	COTC021-1013-T
file	98dcce8c-d4af-525b-bc53-4d81b83466b5	dg.4DFC/98dcce8c-d4af-525b-bc53-4d81b83466b5	Low pass WGS: Primary Tumor	bai	COTC021_0505_T.bam.bai	2305896	Whole Genome Sequence File	bf7b5909c3f6ef58270b5514df8210b7	COTC021-0505-T
file	9b01a399-5671-50a3-a3fb-12798d6f6789	dg.4DFC/9b01a399-5671-50a3-a3fb-12798d6f6789	Low pass WGS: Primary Tumor	bai	COTC021_2205_T.bam.bai	2337656	Whole Genome Sequence File	4d8aba901a80ac03ae4ae14369a0f7cd	COTC021-2205-T
file	9ca687e9-2fb6-52a7-b896-0c3f85647258	dg.4DFC/9ca687e9-2fb6-52a7-b896-0c3f85647258	Low pass WGS: Primary Tumor	bai	COTC021_0607_T.bam.bai	2674504	Whole Genome Sequence File	212714414d186052f2018eda1bbd48ab	COTC021-0607-T
